Scheme Name,Net Asset Value 
Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Growth Plan,0.0000 
Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Monthly Dividend Plan,0.0000 
Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Plan,0.0000 
Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Monthly Dividend Plan,0.0000 
Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Quarterly Dividend Plan,0.0000 
Franklin India Low Duration Fund- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Monthly - IDCW,0.1694 
Franklin India Low Duration Fund- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Quarterly - IDCW,0.1663 
Franklin India Low Duration Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct- Growth Plan,0.3757 
Franklin India Low Duration Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Growth Plan,0.3673 
Franklin India Low Duration Fund-Direct- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Direct Monthly - IDCW,0.1746 
Franklin India Low Duration Fund-Direct- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Direct Quarterly - IDCW,0.1716 
HDFC Low Duration  Fund - Daily IDCW,10.1428 
HDFC Low Duration  Fund - Direct Plan - Daily IDCW,10.0655 
HDFC Low Duration  Fund - Direct Plan - Growth,53.1127 
HDFC Low Duration  Fund - Direct Plan - Monthly IDCW,10.1906 
HDFC Low Duration  Fund - Direct Plan - Weekly IDCW,10.0638 
HDFC Low Duration  Fund - Growth,49.5972 
HDFC Low Duration  Fund - Monthly IDCW,10.1844 
HDFC Low Duration  Fund - Weekly IDCW,10.0637 
HDFC Low Duration Fund- Wholesale Daily Dividend,10.1574 
HDFC Low Duration Fund- Wholesale Monthly Dividend,10.1856 
HDFC Low Duration Fund- Wholesale Weekly Dividend,10.1734 
HDFC Low Duration Fund- Wholesale- Growth,41.8371 
HSBC Low Duration Fund - Direct Annual IDCW,10.6381 
HSBC Low Duration Fund - Direct Growth,25.3922 
HSBC Low Duration Fund - Direct Monthly IDCW,11.0961 
HSBC Low Duration Fund - Regular Annual IDCW,10.2929 
HSBC Low Duration Fund - Regular Growth,24.2919 
HSBC Low Duration Fund - Regular Monthly IDCW,10.3808 
ICICI Prudential Savings Fund - Bonus,154.9446 
ICICI Prudential Savings Fund - Daily IDCW,105.7358 
ICICI Prudential Savings Fund - Direct Plan - Daily IDCW,105.7358 
ICICI Prudential Savings Fund - Direct Plan - Fortnightly IDCW,101.6496 
ICICI Prudential Savings Fund - Direct Plan - Growth,467.3338 
ICICI Prudential Savings Fund - Direct Plan - IDCW Others,164.6195 
ICICI Prudential Savings Fund - Direct Plan - Monthly IDCW,101.9680 
ICICI Prudential Savings Fund - Direct Plan - Quarterly IDCW,108.1527 
ICICI Prudential Savings Fund - Direct Plan - Weekly IDCW,105.4955 
ICICI Prudential Savings Fund - Direct Plan Bonus,123.8923 
ICICI Prudential Savings Fund - Fortnightly IDCW,101.6493 
ICICI Prudential Savings Fund - Growth,462.1242 
ICICI Prudential Savings Fund - IDCW Others,162.7252 
ICICI Prudential Savings Fund - Monthly IDCW,101.9633 
ICICI Prudential Savings Fund - Quarterly IDCW,107.9324 
ICICI Prudential Savings Fund - Weekly IDCW,105.4487 
ICICI Prudential Savings Fund Retail Daily Dividend,100.1193 
ICICI Prudential Savings Fund Retail Growth,220.0081 
ICICI Prudential Savings Fund Retail Weekly Dividend,100.956 
Invesco India Treasury Advantage Fund - Daily IDCW (Reinvestment),1017.3339 
Invesco India Treasury Advantage Fund - Direct Plan - Bonus,1795.9466 
Invesco India Treasury Advantage Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment),3370.9786 
Invesco India Treasury Advantage Fund - Direct Plan - Growth,3369.4617 
Invesco India Treasury Advantage Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment),1079.2782 
Invesco India Treasury Advantage Fund - Direct Plan - Weekly IDCW (Payout / Reinvestment),1206.1735 
Invesco India Treasury Advantage Fund - Direct Plan -Daily IDCW (Reinvestment),1018.9655 
Invesco India Treasury Advantage Fund - Discretionary IDCW (Payout / Reinvestment),3327.4688 
Invesco India Treasury Advantage Fund - Growth,3251.2367 
Invesco India Treasury Advantage Fund - Monthly IDCW (Payout / Reinvestment),1184.8902 
Invesco India Treasury Advantage Fund - Regular - Growth,2934.3224 
Invesco India Treasury Advantage Fund - Regular - Monthly IDCW (Reinvestment),1183.0556 
Invesco India Treasury Advantage Fund - Regular - Weekly IDCW (Reinvestment),1332.8905 
Invesco India Treasury Advantage Fund - Regular Daily IDCW (Reinvestment),1497.88 
Invesco India Treasury Advantage Fund - Weekly IDCW (Payout / Reinvestment),1150.701 
JM Low Duration Fund (Direct) - Bonus Option - Principal Units,19.5771 
JM Low Duration Fund (Direct) - Daily IDCW,10.8500 
JM Low Duration Fund (Direct) - Fortnightly IDCW,11.1362 
JM Low Duration Fund (Direct) - Growth,32.5142 
JM Low Duration Fund (Direct) - Weekly IDCW,11.4500 
JM Low Duration Fund (Regular) - Daily IDCW,10.8200 
JM Low Duration Fund (Regular) - Fortnightly IDCW ,11.0952 
JM Low Duration Fund (Regular) - Growth Option,31.9333 
JM Low Duration Fund (Regular) - Weekly IDCW,11.4100 
JM Low Duration Fund - Bonus Option - Principal Units,19.2388 
Kotak Low Duration Fund - Direct Plan- Standard Income Distribution cum capital withdrawal option,1314.5817 
Kotak Low Duration Fund- Direct Plan- Growth Option,3093.4665 
Kotak Low Duration Fund- Regular Plan-Growth Option,2883.7062 
Kotak Low Duration Fund- Regular Plan-Standard Income Distribution cum capital withdrawal option,1099.1762 
LIC MF Savings Fund-Direct Plan-Daily IDCW,10.05 
LIC MF Savings Fund-Direct Plan-Growth,36.5904 
LIC MF Savings Fund-Direct Plan-Monthly IDCW,19.1138 
LIC MF Savings Fund-Direct Plan-Weekly IDCW,12.7487 
LIC MF Savings Fund-Regular Plan-Daily IDCW,10.6679 
LIC MF Savings Fund-Regular Plan-Growth,34.2465 
LIC MF Savings Fund-Regular Plan-Monthly IDCW,11.8089 
LIC MF Savings Fund-Regular Plan-Weekly IDCW,11.7584 
Mahindra Manulife Low Duration Fund - Direct Plan - Daily IDCW,1080.5692 
Mahindra Manulife Low Duration Fund - Direct Plan - Monthly IDCW,1136.6547 
Mahindra Manulife Low Duration Fund - Direct Plan - Weekly IDCW,1030.8481 
Mahindra Manulife Low Duration Fund - Direct Plan -Growth,1490.0686 
Mahindra Manulife Low Duration Fund - Regular Plan - Daily IDCW,1000.0001 
Mahindra Manulife Low Duration Fund - Regular Plan - Growth,1412.4202 
Mahindra Manulife Low Duration Fund - Regular Plan - Monthly IDCW,1116.6683 
Mahindra Manulife Low Duration Fund - Regular Plan - Weekly IDCW,1053.1856 
Mirae Asset Savings Fund - Direct Plan - Growth,2091.9115 
Mirae Asset Savings Fund Direct Daily IDCW,1208.9337 
Mirae Asset Savings Fund Direct Monthly IDCW,1164.9711 
Mirae Asset Savings Fund Direct Quarterly IDCW,1008.9350 
Mirae Asset Savings Fund Direct Weekly IDCW,1456.5438 
Mirae Asset Savings Fund Regular Savings Daily IDCW,1005.1646 
Mirae Asset Savings Fund Regular Savings Monthly IDCW,1091.8034 
Mirae Asset Savings Fund Regular Savings Quarterly IDCW,1008.1524 
Mirae Asset Savings Fund Regular Savings Weekly IDCW,1108.1721 
Mirae Asset Savings Fund-Regular Savings Plan- Growth,1947.0706 
NIPPON INDIA LOW DURATION FUND - DAILY IDCW Option,1008.9709 
NIPPON INDIA LOW DURATION FUND - DIRECT Plan - DAILY IDCW Option,1009.0611 
NIPPON INDIA LOW DURATION FUND - DIRECT Plan - IDCW Option,1786.5027 
NIPPON INDIA LOW DURATION FUND - DIRECT Plan - MONTHLY IDCW Option,1034.8502 
NIPPON INDIA LOW DURATION FUND - DIRECT Plan - QUARTERLY IDCW Option,1028.1151 
NIPPON INDIA LOW DURATION FUND - DIRECT Plan - WEEKLY IDCW Option,1008.9644 
Nippon India Low Duration Fund - Direct Plan Growth Plan - Bonus Option,1962.1691 
Nippon India Low Duration Fund - Direct Plan Growth Plan - Growth Option,3377.8302 
NIPPON INDIA LOW DURATION FUND - IDCW Option,1713.6398 
NIPPON INDIA LOW DURATION FUND - MONTHLY IDCW Option,1027.3964 
NIPPON INDIA LOW DURATION FUND - QUARTERLY IDCW Option,1026.8130 
NIPPON INDIA LOW DURATION FUND - RETAIL Plan - DAILY IDCW Option,1008.9715 
Nippon India Low Duration Fund - Retail Plan - Growth Plan - Growth Option,3072.1623 
Nippon India Low Duration Fund - Retail Plan - Growth Plan -Bonus Option,2289.2735 
NIPPON INDIA LOW DURATION FUND - RETAIL Plan - MONTHLY IDCW Option,1029.3203 
NIPPON INDIA LOW DURATION FUND - RETAIL Plan - QUARTERLY IDCW Option,1026.7222 
NIPPON INDIA LOW DURATION FUND - RETAIL Plan - WEEKLY IDCW Option,1009.0177 
NIPPON INDIA LOW DURATION FUND - WEEKLY IDCW Option,1008.8390 
Nippon India Low Duration Fund -Growth Plan -Bonus Option,1871.7727 
Nippon India Low Duration Fund- Growth Plan - Growth Option,3223.8307 
PGIM India Low Duration Fund  -  Annual  Bonus,13.5767 
PGIM India Low Duration Fund - ANNUAL DIV,9.3875 
PGIM India Low Duration Fund - DAILY DIV,9.922 
PGIM India Low Duration Fund - Direct Dividend,9.8385 
PGIM India Low Duration Fund - Direct Plan -  Annual  Bonus,14.178 
PGIM India Low Duration Fund - Direct Plan - Annual Dividend,10.4116 
PGIM India Low Duration Fund - Direct Plan - Daily Dividend,10.0271 
PGIM India Low Duration Fund - Direct Plan - Fortnightly Dividend,8.6068 
PGIM India Low Duration Fund - Direct Plan - Growth,27.2579 
PGIM India Low Duration Fund - Direct Plan - Monthly Bonus,13.7182 
PGIM India Low Duration Fund - Direct Plan - Monthly Dividend,10.2611 
PGIM India Low Duration Fund - Direct Plan - Quarterly Dividend,8.7376 
PGIM India Low Duration Fund - Direct Plan - Weekly Dividend,10.2236 
PGIM India Low Duration Fund - FORTNIGHTLY DIV,8.5967 
PGIM India Low Duration Fund - GR,25.4753 
PGIM India Low Duration Fund - Monthly Bonus Option,12.0399 
PGIM India Low Duration Fund - QUARTERLY DIV,8.6643 
PGIM India Low Duration Fund - Segregated Portfolio 1 - Direct Plan - Annual Dividend Option,0 
PGIM India Low Duration Fund - Segregated Portfolio 1 - Direct Plan - Growth Option,0 
PGIM India Low Duration Fund - Segregated Portfolio 1 - Direct Plan - Monthly Dividend Option,0 
PGIM India Low Duration Fund - Segregated Portfolio 1 - Direct Plan - Quarterly Dividend Option,0 
PGIM India Low Duration Fund - Segregated Portfolio 1 - Regular Plan - Growth Option,0 
PGIM India Low Duration Fund - Segregated Portfolio 1 - Regular Plan - Monthly Dividend Option,0 
PGIM India Low Duration Fund - Segregated Portfolio 1 - Regular Plan- Annual Dividend Option,0 
PGIM India Low Duration Fund - Segregated Portfolio 1- Regular Plan - Quarterly Dividend Option,0 
PGIM India Low Duration Fund DIV OPTION,9.4582 
PGIM India Low Duration Fund INSTITUTIONAL - MONTHLY DIV,9.9688 
PGIM India Low Duration Fund INSTITUTIONAL -GR,21.6022 
PGIM India Low Duration Fund INSTITUTIONAL -Weekly,9.3644 
PGIM India Low Duration Fund INSTITUTIONAL-Daily,9.3258 
PGIM India Low Duration Fund- Bonus Option,16.8702 
PGIM India Low Duration Fund- MONTHLY DIV,10.1769 
PGIM India Low Duration Fund- WEEKLY DIV,10.006 
SBI Magnum Low Duration Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),1194.1540 
SBI Magnum Low Duration Fund - Direct Plan - Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW),1214.9490 
SBI MAGNUM LOW DURATION FUND - DIRECT PLAN - GROWTH,3097.6038 
SBI Magnum Low Duration Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),1376.4369 
SBI Magnum Low Duration Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),1195.8401 
SBI Magnum Low Duration Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),1173.3511 
SBI Magnum Low Duration Fund - Regular Plan - Fornightly Income Distribution cum Capital Withdrawal Option (IDCW),1193.8800 
SBI MAGNUM LOW DURATION FUND - REGULAR PLAN - GROWTH,3012.3677 
SBI Magnum Low Duration Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),1321.2264 
SBI Magnum Low Duration Fund - Regular Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),1173.3346 
SBI Short Horizon Debt Fund - Ultra Short Term Fund - Institutional Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),1173.4118 
SBI Short Horizon Debt Fund - Ultra Short Term Fund - Institutional Plan - Growth,3065.4535 
SBI Short Horizon Debt Fund - Ultra Short Term Fund - Institutional Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),N.A. 
SBI Short Horizon Debt Fund - Ultra Short Term Fund- Institutional Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),1170.7078 
SBI Short Horizon Debt Fund -Ultra Short Term Fund - Institutional Plan - Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW),N.A. 
Sundaram Low Duration Fund (Formerly Know as Principal Low Duation Fund) Regular Principal Units,1158.9044 
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) - Direct Plan - Daily Income Distribution CUM Capital Withdrawal Option,1008.2604 
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) - Direct Plan - Growth Option,3159.1702 
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) - Direct Plan - Monthly Income Distribution CUM Capital Withdrawal Option,1101.3221 
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) - Direct Plan - Weekly Income Distribution CUM Capital Withdrawal Option,1006.0011 
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) - Weekly Income Distribution CUM Capital Withdrawal Option,1009.1511 
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) -Daily Income Distribution CUM Capital Withdrawal Option,1014.6123 
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) Direct Fortnightly IDCW,1096.0203 
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) Regular Fortnightly IDCW,1086.2015 
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) Regular Quarterly IDCW,1119.9867 
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund)- Growth Option,2992.4718 
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund)- Monthly Income Distribution CUM Capital Withdrawal Option,1090.7454 
Sundaram Low Duration Fund(Formerly Known as Principal Low Duration Fund) Direct Quarterly IDCW,1142.1852 
Tata Treasury Advantage Fund - Direct Plan - Growth Option,3452.2634 
Tata Treasury Advantage Fund - Regular Plan - Growth Option,3382.1262 
Tata Treasury Advantage Fund Direct Plan - Daily Reinvestment of IDCW Option,1003.5316 
Tata Treasury Advantage Fund Direct Plan - Periodic Payout of IDCW Option,2188.9488 
Tata Treasury Advantage Fund Direct Plan - Weekly Payout of IDCW Option,1008.0658 
Tata Treasury Advantage Fund Regular Plan - Daily Reinvestment of IDCW Option,1003.5288 
Tata Treasury Advantage Fund Regular Plan - Periodic Payout of IDCW Option,2143.7726 
Tata Treasury Advantage Fund Regular Plan - Weekly Payout of IDCW Option,1008.0658 
UTI - Treasury Advantage Fund - Direct Plan - Bonus Option,2199.7192 
UTI - Treasury Advantage Fund - Direct Plan - Growth Option,3079.1499 
UTI - Treasury Advantage Fund - Discontinued - Annaul Dividend Option,2904.7734 
UTI - Treasury Advantage Fund - Discontinued - Periodic Dividend Plan,1048.9059 
UTI - Treasury Advantage Fund - Discontinued - Quarterly Dividend Option,1911.5066 
UTI - Treasury Advantage Fund - Discontinued Bonus Option,3603.6169 
UTI - Treasury Advantage Fund - Discontinued Flexi Dividend Plan,1087.6317 
UTI - Treasury Advantage Fund - Discontinued Growth Option,5406.0416 
UTI - Treasury Advantage Fund - Discontinued Monthly Dividend Option,1032.9985 
UTI - Treasury Advantage Fund - Regular Plan - Bonus Option,2538.143 
UTI - Treasury Advantage Fund - Regular Plan - Growth Option,3036.8239 
UTI Treasury Advantage Fund - Direct Plan - Annual IDCW,1139.7976 
UTI Treasury Advantage Fund - Direct Plan - Daily IDCW (Reinvestment),1175.6042 
UTI Treasury Advantage Fund - Direct Plan - Flexi IDCW,1306.7487 
UTI Treasury Advantage Fund - Direct Plan - Fortnightly IDCW,1340.0931 
UTI Treasury Advantage Fund - Direct Plan - Half-Yearly IDCW,1191.2539 
UTI Treasury Advantage Fund - Direct Plan - Monthly IDCW,1202.1872 
UTI Treasury Advantage Fund - Direct Plan - Quarterly IDCW,1650.9469 
UTI Treasury Advantage Fund - Direct Plan - Weekly IDCW,1023.052 
UTI Treasury Advantage Fund - Regular Plan - Daily IDCW (Reinvestment),1170.4583 
UTI Treasury Advantage Fund - Regular Plan - Flexi IDCW,1155.0275 
UTI Treasury Advantage Fund - Regular Plan - Fortnightly IDCW,1331.3981 
UTI Treasury Advantage Fund - Regular Plan - Half-Yearly IDCW,1198.6962 
UTI Treasury Advantage Fund - Regular Plan - Monthly IDCW,1193.8935 
UTI Treasury Advantage Fund - Regular Plan - Quarterly IDCW,1254.4543 
UTI Treasury Advantage Fund - Regular Plan - Weekly IDCW,1173.407 
Aditya Birla Sun Life Medium Term Plan - DIRECT - HALF YEARLY IDCW,13.2186 
Aditya Birla Sun Life Medium Term Plan - Direct - IDCW,16.2337 
Aditya Birla Sun Life Medium Term Plan - DIRECT - Quarterly IDCW,12.8988 
Aditya Birla Sun Life Medium Term Plan - Growth - Direct Plan,34.8317 
Aditya Birla Sun Life Medium Term Plan - Growth - Regular Plan,32.525 
Aditya Birla Sun Life Medium Term Plan - Institutional - Growth Plan,22.1442 
Aditya Birla Sun Life Medium Term Plan - REGULAR - HALFYEARLY IDCW,12.6565 
Aditya Birla Sun Life Medium Term Plan - Regular - IDCW,15.1017 
Aditya Birla Sun Life Medium Term Plan - REGULAR - Quarterly IDCW,12.5129 
Aditya Birla Sun Life Medium term Plan- Segregated Portfolio 1- Growth- Regular Plan,.546 
Aditya Birla Sun Life Medium Term Plan- Segregated Portfolio 1-DIRECT - HALF YEARLY IDCW,.2521 
Aditya Birla Sun Life Medium Term Plan- Segregated Portfolio 1-DIRECT - IDCW,.3338 
Aditya Birla Sun Life Medium Term Plan- Segregated Portfolio 1-Direct - Quarterly IDCW,.2399 
Aditya Birla Sun Life Medium Term Plan- Segregated Portfolio 1-Growth - Direct Plan,.571 
Aditya Birla Sun Life Medium Term Plan- Segregated Portfolio 1-REGULAR - HALFYEARLY IDCW,.2403 
Aditya Birla Sun Life Medium Term Plan- Segregated Portfolio 1-Regular - IDCW,.3178 
Aditya Birla Sun Life Medium Term Plan- Segregated Portfolio 1-REGULAR - Quarterly IDCW,.2373 
Axis Strategic Bond Fund - Direct Plan - Growth Option,25.7191 
Axis Strategic Bond Fund - Direct Plan - Half Yearly IDCW,11.4709 
Axis Strategic Bond Fund - Direct Plan - Quarterly IDCW,10.4829 
Axis Strategic Bond Fund - Regular Plan - Bonus Option,13.2560 
Axis Strategic Bond Fund - Regular Plan - Growth Option,23.7361 
Axis Strategic Bond Fund - Regular Plan - Half Yearly IDCW,10.5913 
Axis Strategic Bond Fund - Regular Plan - Quarterly IDCW,10.3205 
BANDHAN Bond Fund - Medium Term - Regular Plan - Bi-Monthly IDCW,12.1147 
BANDHAN Bond Fund - Medium Term - Regular Plan - Daily IDCW,10.2872 
BANDHAN Bond Fund - Medium Term - Regular Plan - Fortnightly IDCW,10.2946 
BANDHAN Bond Fund - Medium Term - Regular Plan - Growth,39.5509 
BANDHAN Bond Fund - Medium Term - Regular Plan - IDCW Quarterly,11.0968 
